id,level,word,article,plural,translation,example,partOfSpeech,topic,tags,lessonId
C1_v142,C1,Kausalität,die,,causality,Die Kausalität zwischen Rauchen und Lungenkrebs ist wissenschaftlich belegt.,noun,abstract-nouns,c1,C1_lesson_6
C1_v143,C1,Symptomatik,die,Symptomatiken,symptomatology/symptoms,Die Symptomatik des Patienten ist typisch für eine Pneumonie.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v144,C1,Krankheitsverlauf,der,die Krankheitsverläufe,disease progression,Der Krankheitsverlauf war trotz der Therapie progredient.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v145,C1,Therapieerfolg,der,die Therapieerfolge,treatment success,Der Therapieerfolg hängt von der Früherkennung ab.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v146,C1,Verträglichkeit,die,,tolerability,Die Verträglichkeit des Medikaments war bei allen Patienten gut.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v147,C1,Dringlichkeit,die,,urgency,Aufgrund der Dringlichkeit wurde der Patient sofort operiert.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v148,C1,Aufnahmebefund,der,die Aufnahmebefunde,admission findings,Der Aufnahmebefund zeigte erhöhte Entzündungswerte.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v149,C1,Untersuchungsbefund,der,die Untersuchungsbefunde,examination findings,Der Untersuchungsbefund bestätigte den Verdacht auf eine Fraktur.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v150,C1,Behandlungsoption,die,die Behandlungsoptionen,treatment option,Dem Patienten wurden verschiedene Behandlungsoptionen vorgestellt.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v151,C1,Vorstellungsgrund,der,die Vorstellungsgründe,reason for presentation,Der Vorstellungsgrund war akute Atemnot.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v152,C1,Grunderkrankung,die,die Grunderkrankungen,underlying disease,Die Grunderkrankung ist ein insulinpflichtiger Diabetes mellitus.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v153,C1,Nebendiagnose,die,die Nebendiagnosen,secondary diagnosis,Als Nebendiagnose wurde eine arterielle Hypertonie festgestellt.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v154,C1,Risikofaktor,der,die Risikofaktoren,risk factor,Zu den kardiovaskulären Risikofaktoren zählen Rauchen und Bewegungsmangel.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v155,C1,Familienanamnese,die,die Familienanamnesen,family history,Die Familienanamnese ergab gehäuftes Auftreten von Krebserkrankungen.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v156,C1,Auslöser,der,die Auslöser,trigger,Der Auslöser der allergischen Reaktion konnte identifiziert werden.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v157,C1,Komorbidität,die,die Komorbiditäten,comorbidity,Die Komorbidität erschwert die Wahl der optimalen Therapie.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v158,C1,Verlaufsbericht,der,die Verlaufsberichte,progress report,Der Verlaufsbericht dokumentiert den Heilungsprozess des Patienten.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v159,C1,Entlassungsbericht,der,die Entlassungsberichte,discharge report,Der Entlassungsbericht wurde dem Hausarzt übermittelt.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v160,C1,Aufnahmediagnose,die,die Aufnahmediagnosen,admission diagnosis,Die Aufnahmediagnose lautete akutes Koronarsyndrom.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v161,C1,Entlassungsdiagnose,die,die Entlassungsdiagnosen,discharge diagnosis,Die Entlassungsdiagnose wurde nach den finalen Untersuchungen festgelegt.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v162,C1,Medikationsplan,der,die Medikationspläne,medication schedule,Der Medikationsplan wurde dem Patienten ausgehändigt.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v163,C1,weiterbehandelnde Arzt,der,die weiterbehandelnden Ärzte,physician continuing treatment,Der weiterbehandelnde Arzt wurde über die Entlassung informiert.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v164,C1,Wiedervorstellung,die,die Wiedervorstellungen,follow-up appointment,Die Wiedervorstellung zur Kontrolle ist in vier Wochen geplant.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v165,C1,Überleitungsbogen,der,die Überleitungsbögen,transfer form,Der Überleitungsbogen enthält alle relevanten pflegerischen Informationen.,noun,arztbrief,c1;medical,C1_lesson_3
C1_v166,C1,Dosierungsempfehlung,die,die Dosierungsempfehlungen,dosage recommendation,Die Dosierungsempfehlung orientiert sich an der Nierenfunktion.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v167,C1,Ausschluss,der,Ausschuesse,exclusion,Der Ausschluss anderer Ursachen erfolgte durch bildgebende Verfahren.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v168,C1,Abklärung,die,die Abklärungen,clarification/investigation,Zur weiteren Abklärung wurde ein MRT veranlasst.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v169,C1,Verdachtsdiagnose,die,die Verdachtsdiagnosen,presumed diagnosis,Die Verdachtsdiagnose lautet Appendizitis.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v170,C1,Laborbefund,der,die Laborbefunde,lab result,Die Laborbefunde bestätigten den Verdacht auf eine Infektion.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v171,C1,Ausschlussgrund,der,die Ausschlussgründe,reason for exclusion,Der Ausschlussgrund war eine bestehende Schwangerschaft.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v172,C1,wegweisende Untersuchung,die,die wegweisenden Untersuchungen,key diagnostic test,Die wegweisende Untersuchung war die Computertomographie des Thorax.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v173,C1,Leitlinie,die,die Leitlinien,guideline,Die Behandlung erfolgte nach der aktuellen S3-Leitlinie.,noun,evidence,c1;medical,C1_lesson_6
C1_v174,C1,Studienlage,die,,state of evidence,Die Studienlage zur Wirksamkeit der Therapie ist eindeutig.,noun,evidence,c1;medical,C1_lesson_6
C1_v175,C1,Evidenzniveau,das,die Evidenzniveaus,level of evidence,Das Evidenzniveau dieser Empfehlung ist hoch.,noun,evidence,c1;medical,C1_lesson_6
C1_v176,C1,Therapieempfehlung,die,die Therapieempfehlungen,treatment recommendation,Die Therapieempfehlung basiert auf randomisierten kontrollierten Studien.,noun,evidence,c1;medical,C1_lesson_6
C1_v177,C1,Endpunkt,der,die Endpunkte,endpoint,Der primäre Endpunkt der Studie war die Gesamtmortalität.,noun,evidence,c1;medical,C1_lesson_6
C1_v178,C1,Subgruppe,die,die Subgruppen,subgroup,In der Subgruppe der älteren Patienten zeigte sich ein besonderer Nutzen.,noun,evidence,c1;medical,C1_lesson_6
C1_v179,C1,Konfidenzintervall,die,die Konfidenzintervalle,confidence interval,"Das Konfidenzintervall lag zwischen 1,2 und 2,8.",noun,evidence,c1;medical,C1_lesson_6
C1_v180,C1,Odds Ratio,die,Odds Ratios,odds ratio,"Die Odds Ratio betrug 1,8 mit einem signifikanten p-Wert.",noun,evidence,c1;medical,C1_lesson_6
C1_v181,C1,Standardabweichung,die,die Standardabweichungen,standard deviation,Die Standardabweichung der Messwerte war akzeptabel.,noun,evidence,c1;medical,C1_lesson_6
C1_v182,C1,Mittelwert,der,die Mittelwerte,mean value,Der Mittelwert der Blutdruckwerte sank unter der Therapie.,noun,evidence,c1;medical,C1_lesson_6
C1_v183,C1,Fallzahl,die,die Fallzahlen,number of cases,Die Fallzahl war zu gering für eine valide statistische Aussage.,noun,evidence,c1;medical,C1_lesson_6
C1_v184,C1,Verteilungsanalyse,die,die Verteilungsanalysen,distribution analysis,Die Verteilungsanalyse zeigte eine Normalverteilung der Daten.,noun,methodology,c1;medical,C1_lesson_6
C1_v185,C1,Regressionsanalyse,die,die Regressionsanalysen,regression analysis,In der Regressionsanalyse wurden mehrere Confounder berücksichtigt.,noun,methodology,c1;medical,C1_lesson_6
C1_v186,C1,Korrelationsanalyse,die,die Korrelationsanalysen,correlation analysis,Die Korrelationsanalyse ergab einen starken positiven Zusammenhang.,noun,methodology,c1;medical,C1_lesson_6
C1_v187,C1,Effektstärke,die,die Effektstärken,effect size,"Die Effektstärke war mit einem Cohen d von 0,8 als groß einzustufen.",noun,methodology,c1;medical,C1_lesson_6
C1_v188,C1,p-Wert,der,p-Werte,p-value,"Ein p-Wert unter 0,05 wurde als statistisch signifikant betrachtet.",noun,methodology,c1;medical,C1_lesson_6
C1_v189,C1,Berufsordnung,die,die Berufsordnungen,code of professional conduct,Die Berufsordnung für Ärzte regelt die standesrechtlichen Pflichten.,noun,administration,c1;medical,C1_lesson_2
C1_v190,C1,Approbation,die,die Approbationen,medical license,Die Approbation berechtigt zur Ausübung des ärztlichen Berufs.,noun,administration,c1;medical,C1_lesson_2
C1_v191,C1,Gebührenordnung,die,die Gebührenordnungen,fee schedule,Die Abrechnung erfolgte nach der Gebührenordnung für Ärzte.,noun,administration,c1;medical,C1_lesson_2
C1_v192,C1,Haftpflichtversicherung,die,die Haftpflichtversicherungen,professional liability insurance,Jeder Arzt benötigt eine Haftpflichtversicherung.,noun,administration,c1;medical,C1_lesson_2
C1_v193,C1,Belegarzt,der,die Belegärzte,attending physician,Der Belegarzt behandelt seine Patienten im Krankenhaus.,noun,administration,c1;medical,C1_lesson_2
C1_v194,C1,Verordnung,die,die Verordnungen,prescription/order,Die Verordnung muss vom Arzt handschriftlich unterzeichnet werden.,noun,administration,c1;medical,C1_lesson_2
C1_v195,C1,Zuzahlung,die,die Zuzahlungen,co-payment,Der Patient muss eine Zuzahlung von zehn Euro leisten.,noun,administration,c1;medical,C1_lesson_2
C1_v196,C1,Krankenhausreform,die,die Krankenhausreformen,hospital reform,Die Krankenhausreform sieht eine Vergütung nach Behandlungsqualität vor.,noun,health-policy,c1;medical,C1_lesson_2
C1_v197,C1,widerlegen,,,to refute,Die Hypothese konnte experimentell widerlegt werden.,other,argumentation,c1,C1_lesson_1
C1_v198,C1,befürworten,,,to advocate/support,Die Mehrheit der Experten befürwortet diese Vorgehensweise.,other,argumentation,c1,C1_lesson_1
C1_v199,C1,kritisieren,,,to criticize,Die Methodik der Studie wurde scharf kritisiert.,other,argumentation,c1,C1_lesson_1
C1_v200,C1,in Frage stellen,,,to question/challenge,Die Validität der Ergebnisse wurde in Frage gestellt.,other,argumentation,c1,C1_lesson_1
C1_v201,C1,argumentieren,,,to argue,Der Autor argumentiert überzeugend für die neue Therapieform.,other,argumentation,c1,C1_lesson_1
C1_v202,C1,entgegnen,,,to counter/reply,"Dem Kritiker ist entgegenzuhalten, dass die Datenlage unzureichend ist.",other,argumentation,c1,C1_lesson_1
C1_v203,C1,plädieren,,,to plead/argue for,Die Fachgesellschaft plädiert für eine engmaschigere Kontrolle.,other,argumentation,c1,C1_lesson_1
C1_v204,C1,einwenden,,,to object,Gegen diese Interpretation ist einiges einzuwenden.,other,argumentation,c1,C1_lesson_1
C1_v205,C1,bestreiten,,,to dispute,Die Wirksamkeit dieser Methode wird von vielen Fachleuten bestritten.,other,argumentation,c1,C1_lesson_1
C1_v206,C1,im Hinblick auf,,,with regard to,Im Hinblick auf die Risiken ist die Therapie kritisch zu bewerten.,other,argumentation,c1,C1_lesson_7
C1_v207,C1,unter Berücksichtigung,,,taking into account,Unter Berücksichtigung der Komorbiditäten wurde die Dosis angepasst.,other,argumentation,c1,C1_lesson_7
C1_v208,C1,vor dem Hintergrund,,,against the background of,Vor dem Hintergrund der demografischen Entwicklung gewinnt die Altersmedizin an Bedeutung.,other,argumentation,c1,C1_lesson_7
C1_v209,C1,in Ermangelung,,,in the absence of,In Ermangelung alternativer Behandlungsmöglichkeiten wurde die Operation durchgeführt.,other,argumentation,c1,C1_lesson_7
C1_v210,C1,im Gegensatz dazu,,,in contrast to this,Im Gegensatz dazu zeigte die Kontrollgruppe keine Verbesserung.,other,argumentation,c1,C1_lesson_7
C1_v211,C1,ungeachtet,,,regardless of,Ungeachtet der Nebenwirkungen wurde die Therapie fortgesetzt.,other,argumentation,c1,C1_lesson_7
C1_v212,C1,insbesondere,,,in particular/especially,Insbesondere die Langzeitergebnisse sind vielversprechend.,other,argumentation,c1,C1_lesson_7
C1_v213,C1,demgegenüber,,,in contrast/on the other hand,Demgegenüber stehen die potenziellen Risiken der Behandlung.,other,argumentation,c1,C1_lesson_7
C1_v214,C1,Eingriff,der,die Eingriffe,procedure/intervention,Der operative Eingriff verlief ohne Komplikationen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v215,C1,operative Zugang,der,die operativen Zugänge,surgical approach,Der operative Zugang erfolgte über einen medianen Schnitt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v216,C1,Komplikationsrate,die,die Komplikationsraten,complication rate,Die Komplikationsrate lag unter einem Prozent.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v217,C1,Heilungsverlauf,der,die Heilungsverläufe,healing process,Der Heilungsverlauf war aufgrund des Alters des Patienten verzögert.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v218,C1,Wundheilung,die,,wound healing,Die Wundheilung wurde durch die Diabeteserkrankung beeinträchtigt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v219,C1,Therapieabbruch,der,die Therapieabbrüche,treatment discontinuation,Der Therapieabbruch erfolgte aufgrund schwerer Nebenwirkungen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v220,C1,Nachblutung,die,die Nachblutungen,post-operative bleeding,Eine Nachblutung machte eine erneute Operation erforderlich.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v221,C1,Patientensicherheit,die,,patient safety,Die Patientensicherheit hat im Krankenhaus oberste Priorität.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v222,C1,Risikomanagement,das,,risk management,Ein systematisches Risikomanagement kann Behandlungsfehler vermeiden.,noun,risk-benefit,c1;medical,C1_lesson_6
C1_v223,C1,Fehlermanagement,das,,error management,Ein offenes Fehlermanagement verbessert die Behandlungsqualität.,noun,risk-benefit,c1;medical,C1_lesson_6
C1_v224,C1,Qualitätssicherung,die,,quality assurance,Die Qualitätssicherung umfasst regelmäßige Fortbildungen des Personals.,noun,health-policy,c1;medical,C1_lesson_6
C1_v225,C1,Zertifizierung,die,die Zertifizierungen,certification,Die Klinik hat eine Zertifizierung nach DIN EN ISO 9001 erhalten.,noun,health-policy,c1;medical,C1_lesson_6
C1_v226,C1,Hygienemanagement,das,,hygiene management,Ein effektives Hygienemanagement reduziert nosokomiale Infektionen.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v227,C1,Meldesystem,das,die Meldesysteme,reporting system,Das Meldesystem für Nebenwirkungen muss verbessert werden.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v228,C1,Aufklärungsgespräch,das,die Aufklärungsgespräche,information/consent discussion,Das Aufklärungsgespräch wurde dokumentiert und vom Patienten unterschrieben.,noun,consent,c1;medical,C1_lesson_3
C1_v229,C1,Risikoaufklärung,die,,risk disclosure,Die Risikoaufklärung erfolgte rechtzeitig vor dem Eingriff.,noun,risk-benefit,c1;medical,C1_lesson_3
C1_v230,C1,Therapievorschlag,der,die Therapievorschläge,treatment proposal,Der Therapievorschlag wurde gemeinsam mit dem Patienten erarbeitet.,noun,consent,c1;medical,C1_lesson_3
C1_v231,C1,Entscheidungsfindung,die,,decision-making,Die Entscheidungsfindung erfolgte im Rahmen eines gemeinsamen Gesprächs.,noun,risk-benefit,c1;medical,C1_lesson_3
C1_v232,C1,Behandlungsvertrag,der,die Behandlungsverträge,treatment contract,Der Behandlungsvertrag kommt durch die Annahme des Patienten zustande.,noun,consent,c1;medical,C1_lesson_3
C1_v233,C1,Beschwerdemanagement,das,,complaint management,Ein professionelles Beschwerdemanagement trägt zur Patientenzufriedenheit bei.,noun,consent,c1;medical,C1_lesson_3
C1_v234,C1,Patientenwille,der,,patient will,Der Patientenwille ist auch bei fehlender Einwilligungsfähigkeit zu respektieren.,noun,ethics,c1;medical,C1_lesson_3
C1_v235,C1,Selbstbestimmung,die,,self-determination,Das Recht auf Selbstbestimmung ist in der Verfassung verankert.,noun,ethics,c1;medical,C1_lesson_13
C1_v236,C1,Patientenwohl,das,,patient welfare,Das Patientenwohl steht im Mittelpunkt allen ärztlichen Handelns.,noun,ethics,c1;medical,C1_lesson_13
C1_v237,C1,Therapieverzicht,der,die Therapieverzichte,withholding of treatment,Der Therapieverzicht wurde nach ausführlicher Beratung beschlossen.,noun,consent,c1;medical,C1_lesson_13
C1_v238,C1,Organspendeerklärung,die,die Organspendeerklärungen,organ donation declaration,Die Organspendeerklärung kann jederzeit widerrufen werden.,noun,consent,c1;medical,C1_lesson_13
C1_v239,C1,Palliativversorgung,die,,palliative care,Die Palliativversorgung zielt auf die Linderung von Symptomen ab.,noun,ethics,c1;medical,C1_lesson_13
C1_v240,C1,Mundpflege,die,,oral care,Die Mundpflege ist ein wichtiger Bestandteil der Palliativversorgung.,noun,clinical-communication,c1;medical,C1_lesson_13
C1_v241,C1,Symptomkontrolle,die,,symptom control,Die Symptomkontrolle ist das primäre Ziel der Palliativtherapie.,noun,clinical-communication,c1;medical,C1_lesson_13
C1_v242,C1,Sterbebegleitung,die,,end-of-life care,Die Sterbebegleitung erfolgt durch ein interdisziplinäres Team.,noun,ethics,c1;medical,C1_lesson_13
C1_v243,C1,Blutdruckverlauf,der,die Blutdruckverläufe,blood pressure progression,Der Blutdruckverlauf wurde mittels Langzeitmessung dokumentiert.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v244,C1,Blutzuckereinstellung,die,,blood glucose control,Die Blutzuckereinstellung gelang erst nach mehrmaliger Dosisanpassung.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v245,C1,Herzinsuffizienz,die,,heart failure,Die Herzinsuffizienz wurde medikamentös und durch Lebensstiländerung behandelt.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v246,C1,Niereninsuffizienz,die,,renal insufficiency,Die Niereninsuffizienz erforderte eine Anpassung der Medikamentendosis.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v247,C1,Leberfunktionsstörung,die,die Leberfunktionsstörungen,liver dysfunction,Die Leberfunktionsstörung wurde durch regelmäßige Kontrollen überwacht.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v248,C1,Stoffwechselerkrankung,die,die Stoffwechselerkrankungen,metabolic disease,Die Stoffwechselerkrankung erforderte eine interdisziplinäre Behandlung.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v249,C1,chronisch obstruktive Lungenerkrankung,die,,chronic obstructive pulmonary disease,Die chronisch obstruktive Lungenerkrankung schreitet trotz Therapie langsam voran.,noun,clinical-communication,c1;medical,C1_lesson_3
C1_v250,C1,Verdacht auf,,,suspicion of,Es bestand der Verdacht auf eine tiefe Beinvenenthrombose.,other,clinical-communication,c1;medical,C1_lesson_3
C1_v251,C1,Fraktur,die,die Frakturen,fracture,Die Fraktur wurde mittels Osteosynthese versorgt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v252,C1,Gelenkerguss,der,die Gelenkergüsse,joint effusion,Der Gelenkerguss wurde sonografisch dargestellt und punktiert.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v253,C1,Bandscheibenvorwölbung,die,die Bandscheibenvorwölbungen,disc protrusion,Die Bandscheibenvorwölbung verursachte ausstrahlende Schmerzen ins Bein.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v254,C1,Luxation,die,die Luxationen,dislocation,Die Luxation des Schultergelenks wurde in Narkose reponiert.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v255,C1,Osteoporose,die,,osteoporosis,Die Osteoporose erhöht das Risiko für Wirbelkörperfrakturen erheblich.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v256,C1,Bewegungsumfang,der,die Bewegungsumfänge,range of motion,Der Bewegungsumfang des Kniegelenks war deutlich eingeschränkt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v257,C1,Belastbarkeit,die,,weight-bearing capacity,Die Belastbarkeit des operierten Beins ist für vier Wochen eingeschränkt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v258,C1,Sehnenriss,der,die Sehnenrisse,tendon rupture,Der Sehnenriss wurde operativ durch eine Naht versorgt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v259,C1,Schlaganfall,der,die Schlaganfälle,stroke,Der Schlaganfall führte zu einer Hemiparese der rechten Körperhälfte.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v260,C1,zerebrale Ischämie,die,die zerebralen Ischämien,cerebral ischemia,Die zerebrale Ischämie wurde durch eine Embolie ausgelöst.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v261,C1,Krampfanfall,der,die Krampfanfälle,seizure,Der Krampfanfall wurde mit einem Benzodiazepin durchbrochen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v262,C1,Multiple Sklerose,die,,multiple sclerosis,Die Multiple Sklerose zeigte einen schubförmigen Verlauf.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v263,C1,Parkinson-Syndrom,das,,Parkinson syndrome,Das Parkinson-Syndrom wurde mit Levodopa behandelt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v264,C1,Bewusstseinsstörung,die,die Bewusstseinsstörungen,consciousness disorder,Die Bewusstseinsstörung wurde durch ein Schädel-Hirn-Trauma verursacht.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v265,C1,Sensibilitätsdefizit,das,die Sensibilitätsdefizite,sensory deficit,Das Sensibilitätsdefizit betraf die gesamte linke Körperseite.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v266,C1,Fazialisparese,die,die Fazialisparesen,facial nerve palsy,Die Fazialisparese besserte sich unter Kortisontherapie vollständig.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v267,C1,affektive Störung,die,die affektiven Störungen,affective disorder,Die affektive Störung wurde mit einem selektiven Serotonin-Wiederaufnahmehemmer behandelt.,noun,clinical-communication,c1;medical,C1_lesson_12
C1_v268,C1,Psychopharmakotherapie,die,,psychopharmacotherapy,Die Psychopharmakotherapie wurde durch eine Psychotherapie ergänzt.,noun,clinical-communication,c1;medical,C1_lesson_12
C1_v269,C1,Somatisierungsstörung,die,die Somatisierungsstörungen,somatization disorder,Die Somatisierungsstörung äußerte sich in wiederkehrenden Bauchschmerzen.,noun,clinical-communication,c1;medical,C1_lesson_12
C1_v270,C1,Behandlungsabbruch,der,die Behandlungsabbrüche,discontinuation of treatment,Der Behandlungsabbruch erfolgte aufgrund mangelnder Therapiecompliance.,noun,clinical-communication,c1;medical,C1_lesson_12
C1_v271,C1,Operationsverlauf,der,die Operationsverläufe,surgical course,Der Operationsverlauf war bis auf eine kurzzeitige Hypotension komplikationslos.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v272,C1,Narkoseeinleitung,die,die Narkoseeinleitungen,induction of anesthesia,Die Narkoseeinleitung erfolgte standardisiert mit Propofol und Remifentanil.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v273,C1,Hautschnitt,der,die Hautschnitte,skin incision,Der Hautschnitt erfolgte entlang der Langer-Linien.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v274,C1,Wundinfektion,die,die Wundinfektionen,wound infection,Die Wundinfektion wurde mit einem Antibiotikum behandelt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v275,C1,Nahtdehiszenz,die,die Nahtdehiszenzen,wound dehiscence,Die Nahtdehiszenz erforderte eine sekundäre Wundversorgung.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v276,C1,postoperative Überwachung,die,,postoperative monitoring,Die postoperative Überwachung erfolgte auf der Intensivstation.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v277,C1,Drainagezugang,der,die Drainagezugänge,drain access,Der Drainagezugang wurde am zweiten postoperativen Tag entfernt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v278,C1,Notarzteinsatz,der,die Notarzteinsätze,emergency physician operation,Der Notarzteinsatz erfolgte wegen eines bewusstlosen Patienten.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v279,C1,Reanimation,die,die Reanimationen,resuscitation,Die Reanimation wurde nach fünfzehn Minuten erfolgreich beendet.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v280,C1,Kreislaufstillstand,der,die Kreislaufstillstände,cardiac arrest,Der Kreislaufstillstand wurde durch Kammerflimmern verursacht.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v281,C1,Intubation,die,die Intubationen,intubation,Die Intubation erfolgte aufgrund einer respiratorischen Insuffizienz.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v282,C1,Volumenmangel,der,Volumenmangel,volume depletion,Der Volumenmangel wurde durch Infusionstherapie ausgeglichen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v283,C1,Schockraumversorgung,die,,trauma room care,Die Schockraumversorgung erfolgte nach dem Advanced Trauma Life Support Protokoll.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v284,C1,akute Thoraxschmerz,der,die akuten Thoraxschmerzen,acute chest pain,Der akute Thoraxschmerz wurde umgehend kardiologisch abgeklärt.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v285,C1,Beatmung,die,die Beatmungen,mechanical ventilation,Die Beatmung erfolgte im drucksicheren Modus.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v286,C1,Bildgebung,die,,imaging,Die Bildgebung zeigte einen raumfordernden Prozess im rechten Oberlappen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v287,C1,Ultraschallbefund,der,die Ultraschallbefunde,ultrasound finding,Der Ultraschallbefund ergab eine freie Flüssigkeit im Abdomen.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v288,C1,Computertomographie,die,die Computertomographien,computed tomography,Die Computertomographie des Thorax bestätigte den Verdacht auf eine Lungenembolie.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v289,C1,Magnetresonanztomographie,die,die Magnetresonanztomographien,magnetic resonance imaging,Die Magnetresonanztomographie des Kniegelenks zeigte einen Meniskusriss.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v290,C1,Kontrastmittelgabe,die,die Kontrastmittelgaben,contrast administration,Nach Kontrastmittelgabe zeigte sich eine deutliche Anreicherung.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v291,C1,Knochenszintigraphie,die,,bone scintigraphy,Die Knochenszintigraphie zeigte Mehranreicherungen in mehreren Wirbelkörpern.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v292,C1,Strahlenbelastung,die,die Strahlenbelastungen,radiation exposure,Die Strahlenbelastung durch die Untersuchung war gering.,noun,clinical-communication,c1;medical,C1_lesson_14
C1_v293,C1,Entzündungsparameter,der,die Entzündungsparameter,inflammatory marker,Die Entzündungsparameter waren mit einem CRP von 120 mg/l deutlich erhöht.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v294,C1,Blutbild,das,die Blutbilder,blood count,Das Blutbild zeigte eine Leukozytose mit Linksverschiebung.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v295,C1,Gerinnungsstatus,der,die Gerinnungsstatusse,coagulation status,"Der Gerinnungsstatus war mit einer INR von 1,0 unauffällig.",noun,clinical-communication,c1;medical,C1_lesson_6
C1_v296,C1,Nierenretentionsparameter,der,Nierenretentionsparameter,renal retention parameters,Die Nierenretentionsparameter zeigten einen Anstieg des Kreatinins.,noun,clinical-communication,c1;medical,C1_lesson_6
C1_v297,C1,Leberwerte,die,,liver values,Die Leberwerte waren im Rahmen einer Cholestase erhöht.,noun,clinical-communication,c1;medical,C1_lesson_6
